id,name_en,name_fr,type_1,type_2,generation,evolution_level,evolves_from,is_baby,is_legendary,is_mythical,height,weight,base_experience,base_happiness,capture_rate,gender_rate,growth_rate,hatch_counter,hp,hp_effort,attack,attack_effort,defense,defense_effort,special-attack,special-attack_effort,special-defense,special-defense_effort,speed,speed_effort
245,suicune,Suicune,water,,2,0,,False,True,False,20,1870,261,35,3,-1,slow,80,100,0,75,0,115,1,90,0,115,2,85,0
246,larvitar,Embrylex,rock,ground,2,0,,False,False,False,6,720,60,35,45,4,slow,40,50,0,64,1,50,0,45,0,50,0,41,0
247,pupitar,Ymphect,rock,ground,2,1,larvitar,False,False,False,12,1520,144,35,45,4,slow,40,70,0,84,2,70,0,65,0,70,0,51,0
248,tyranitar,Tyranocif,rock,dark,2,1,pupitar,False,False,False,20,2020,270,35,45,4,slow,40,100,0,134,3,110,0,95,0,100,0,61,0
249,lugia,Lugia,psychic,flying,2,0,,False,True,False,52,2160,306,0,3,-1,slow,120,106,0,90,0,130,0,90,0,154,3,110,0
25,pikachu,Pikachu,electric,,1,1,pichu,False,False,False,4,60,112,70,190,4,medium,10,35,0,55,0,40,0,50,0,50,0,90,2
250,ho-oh,Ho-Oh,fire,flying,2,0,,False,True,False,38,1990,306,0,3,-1,slow,120,106,0,130,0,90,0,110,0,154,3,90,0
251,celebi,Celebi,psychic,grass,2,0,,False,False,True,6,50,270,100,45,-1,medium-slow,120,100,3,100,0,100,0,100,0,100,0,100,0
252,treecko,Arcko,grass,,3,0,,False,False,False,5,50,62,70,45,1,medium-slow,20,40,0,45,0,35,0,65,0,55,0,70,1
253,grovyle,Massko,grass,,3,1,treecko,False,False,False,9,216,142,70,45,1,medium-slow,20,50,0,65,0,45,0,85,0,65,0,95,2
254,sceptile,Jungko,grass,,3,1,grovyle,False,False,False,17,522,239,70,45,1,medium-slow,20,70,0,85,0,65,0,105,0,85,0,120,3
255,torchic,Poussifeu,fire,,3,0,,False,False,False,4,25,62,70,45,1,medium-slow,20,45,0,60,0,40,0,70,1,50,0,45,0
256,combusken,Galifeu,fire,fighting,3,1,torchic,False,False,False,9,195,142,70,45,1,medium-slow,20,60,0,85,1,60,0,85,1,60,0,55,0
257,blaziken,Braségali,fire,fighting,3,1,combusken,False,False,False,19,520,239,70,45,1,medium-slow,20,80,0,120,3,70,0,110,0,70,0,80,0
258,mudkip,Gobou,water,,3,0,,False,False,False,4,76,62,70,45,1,medium-slow,20,50,0,70,1,50,0,50,0,50,0,40,0
259,marshtomp,Flobio,water,ground,3,1,mudkip,False,False,False,7,280,142,70,45,1,medium-slow,20,70,0,85,2,70,0,60,0,70,0,50,0
26,raichu,Raichu,electric,,1,1,pikachu,False,False,False,8,300,218,70,75,4,medium,10,60,0,90,0,55,0,90,0,80,0,110,3
260,swampert,Laggron,water,ground,3,1,marshtomp,False,False,False,15,819,241,70,45,1,medium-slow,20,100,0,110,3,90,0,85,0,90,0,60,0
261,poochyena,Medhyèna,dark,,3,0,,False,False,False,5,136,56,70,255,4,medium,15,35,0,55,1,35,0,30,0,30,0,35,0
262,mightyena,Grahyèna,dark,,3,1,poochyena,False,False,False,10,370,147,70,127,4,medium,15,70,0,90,2,70,0,60,0,60,0,70,0
263,zigzagoon,Zigzaton,normal,,3,0,,False,False,False,4,175,56,70,255,4,medium,15,38,0,30,0,41,0,30,0,41,0,60,1
264,linoone,Linéon,normal,,3,1,zigzagoon,False,False,False,5,325,147,70,90,4,medium,15,78,0,70,0,61,0,50,0,61,0,100,2
265,wurmple,Chenipotte,bug,,3,0,,False,False,False,3,36,56,70,255,4,medium,15,45,1,45,0,35,0,20,0,30,0,20,0
266,silcoon,Armulys,bug,,3,1,wurmple,False,False,False,6,100,72,70,120,4,medium,15,50,0,35,0,55,2,25,0,25,0,15,0
267,beautifly,Charmillon,bug,flying,3,1,silcoon,False,False,False,10,284,178,70,45,4,medium,15,60,0,70,0,50,0,100,3,50,0,65,0
268,cascoon,Blindalys,bug,,3,1,wurmple,False,False,False,7,115,72,70,120,4,medium,15,50,0,35,0,55,2,25,0,25,0,15,0
269,dustox,Papinox,bug,poison,3,1,cascoon,False,False,False,12,316,173,70,45,4,medium,15,60,0,50,0,70,0,50,0,90,3,65,0
27,sandshrew,Sabelette,ground,,1,0,,False,False,False,6,120,60,70,255,4,medium,20,50,0,75,0,85,1,20,0,30,0,40,0
270,lotad,Nénupiot,water,grass,3,0,,False,False,False,5,26,44,70,255,4,medium-slow,15,40,0,30,0,30,0,40,0,50,1,30,0
271,lombre,Lombre,water,grass,3,1,lotad,False,False,False,12,325,119,70,120,4,medium-slow,15,60,0,50,0,50,0,60,0,70,2,50,0
272,ludicolo,Ludicolo,water,grass,3,1,lombre,False,False,False,15,550,216,70,45,4,medium-slow,15,80,0,70,0,70,0,90,0,100,3,70,0
273,seedot,Grainipiot,grass,,3,0,,False,False,False,5,40,44,70,255,4,medium-slow,15,40,0,40,0,50,1,30,0,30,0,30,0
274,nuzleaf,Pifeuil,grass,dark,3,1,seedot,False,False,False,10,280,119,70,120,4,medium-slow,15,70,0,70,2,40,0,60,0,40,0,60,0
275,shiftry,Tengalice,grass,dark,3,1,nuzleaf,False,False,False,13,596,216,70,45,4,medium-slow,15,90,0,100,3,60,0,90,0,60,0,80,0
276,taillow,Nirondelle,normal,flying,3,0,,False,False,False,3,23,54,70,200,4,medium-slow,15,40,0,55,0,30,0,30,0,30,0,85,1
277,swellow,Hélédelle,normal,flying,3,1,taillow,False,False,False,7,198,159,70,45,4,medium-slow,15,60,0,85,0,60,0,75,0,50,0,125,2
278,wingull,Goélise,water,flying,3,0,,False,False,False,6,95,54,70,190,4,medium,20,40,0,30,0,30,0,55,0,30,0,85,1
279,pelipper,Bekipan,water,flying,3,1,wingull,False,False,False,12,280,154,70,45,4,medium,20,60,0,50,0,100,2,95,0,70,0,65,0
28,sandslash,Sablaireau,ground,,1,1,sandshrew,False,False,False,10,295,158,70,90,4,medium,20,75,0,100,0,110,2,45,0,55,0,65,0
280,ralts,Tarsal,psychic,fairy,3,0,,False,False,False,4,66,40,35,235,4,slow,20,28,0,25,0,25,0,45,1,35,0,40,0
281,kirlia,Kirlia,psychic,fairy,3,1,ralts,False,False,False,8,202,97,35,120,4,slow,20,38,0,35,0,35,0,65,2,55,0,50,0
282,gardevoir,Gardevoir,psychic,fairy,3,1,kirlia,False,False,False,16,484,233,35,45,4,slow,20,68,0,65,0,65,0,125,3,115,0,80,0
283,surskit,Arakdo,bug,water,3,0,,False,False,False,5,17,54,70,200,4,medium,15,40,0,30,0,32,0,50,0,52,0,65,1
284,masquerain,Maskadra,bug,flying,3,1,surskit,False,False,False,8,36,159,70,75,4,medium,15,70,0,60,0,62,0,100,1,82,1,80,0
285,shroomish,Balignon,grass,,3,0,,False,False,False,4,45,59,70,255,4,fast-then-very-slow,15,60,1,40,0,60,0,40,0,60,0,35,0
286,breloom,Chapignon,grass,fighting,3,1,shroomish,False,False,False,12,392,161,70,90,4,fast-then-very-slow,15,60,0,130,2,80,0,60,0,60,0,70,0
287,slakoth,Parecool,normal,,3,0,,False,False,False,8,240,56,70,255,4,slow,15,60,1,60,0,60,0,35,0,35,0,30,0
288,vigoroth,Vigoroth,normal,,3,1,slakoth,False,False,False,14,465,154,70,120,4,slow,15,80,0,80,0,80,0,55,0,55,0,90,2
289,slaking,Monaflèmit,normal,,3,1,vigoroth,False,False,False,20,1305,252,70,45,4,slow,15,150,3,160,0,100,0,95,0,65,0,100,0
29,nidoran-f,Nidoran♀,poison,,1,0,,False,False,False,4,70,55,70,235,8,medium-slow,20,55,1,47,0,52,0,40,0,40,0,41,0
290,nincada,Ningale,bug,ground,3,0,,False,False,False,5,55,53,70,255,4,slow-then-very-fast,15,31,0,45,0,90,1,30,0,30,0,40,0
291,ninjask,Ninjask,bug,flying,3,1,nincada,False,False,False,8,120,160,70,120,4,slow-then-very-fast,15,61,0,90,0,45,0,50,0,50,0,160,2
292,shedinja,Munja,bug,ghost,3,1,nincada,False,False,False,8,12,83,70,45,-1,slow-then-very-fast,15,1,2,90,0,45,0,30,0,30,0,40,0
293,whismur,Chuchmur,normal,,3,0,,False,False,False,6,163,48,70,190,4,medium-slow,20,64,1,51,0,23,0,51,0,23,0,28,0
294,loudred,Ramboum,normal,,3,1,whismur,False,False,False,10,405,126,70,120,4,medium-slow,20,84,2,71,0,43,0,71,0,43,0,48,0
295,exploud,Brouhabam,normal,,3,1,loudred,False,False,False,15,840,221,70,45,4,medium-slow,20,104,3,91,0,63,0,91,0,73,0,68,0
296,makuhita,Makuhita,fighting,,3,0,,False,False,False,10,864,47,70,180,2,fast-then-very-slow,20,72,1,60,0,30,0,20,0,30,0,25,0
297,hariyama,Hariyama,fighting,,3,1,makuhita,False,False,False,23,2538,166,70,200,2,fast-then-very-slow,20,144,2,120,0,60,0,40,0,60,0,50,0
298,azurill,Azurill,normal,fairy,3,0,,True,False,False,2,20,38,70,150,6,fast,10,50,1,20,0,40,0,20,0,40,0,20,0
299,nosepass,Tarinor,rock,,3,0,,False,False,False,10,970,75,70,255,4,medium,20,30,0,45,0,135,1,45,0,90,0,30,0
3,venusaur,Florizarre,grass,poison,1,1,ivysaur,False,False,False,20,1000,236,70,45,1,medium-slow,20,80,0,82,0,83,0,100,2,100,1,80,0
30,nidorina,Nidorina,poison,,1,1,nidoran-f,False,False,False,8,200,128,70,120,8,medium-slow,20,70,2,62,0,67,0,55,0,55,0,56,0
300,skitty,Skitty,normal,,3,0,,False,False,False,6,110,52,70,255,6,fast,15,50,0,45,0,45,0,35,0,35,0,50,1
301,delcatty,Delcatty,normal,,3,1,skitty,False,False,False,11,326,140,70,60,6,fast,15,70,1,65,0,65,0,55,0,55,0,90,1
302,sableye,Ténéfix,dark,ghost,3,0,,False,False,False,5,110,133,35,45,4,medium-slow,25,50,0,75,1,75,1,65,0,65,0,50,0
303,mawile,Mysdibule,steel,fairy,3,0,,False,False,False,6,115,133,70,45,4,fast,20,50,0,85,1,85,1,55,0,55,0,50,0
304,aron,Galekid,steel,rock,3,0,,False,False,False,4,600,66,35,180,4,slow,35,50,0,70,0,100,1,40,0,40,0,30,0
305,lairon,Galegon,steel,rock,3,1,aron,False,False,False,9,1200,151,35,90,4,slow,35,60,0,90,0,140,2,50,0,50,0,40,0
306,aggron,Galeking,steel,rock,3,1,lairon,False,False,False,21,3600,239,35,45,4,slow,35,70,0,110,0,180,3,60,0,60,0,50,0
307,meditite,Méditikka,fighting,psychic,3,0,,False,False,False,6,112,56,70,180,4,medium,20,30,0,40,0,55,0,40,0,55,0,60,1
308,medicham,Charmina,fighting,psychic,3,1,meditite,False,False,False,13,315,144,70,90,4,medium,20,60,0,60,0,75,0,60,0,75,0,80,2
309,electrike,Dynavolt,electric,,3,0,,False,False,False,6,152,59,70,120,4,slow,20,40,0,45,0,40,0,65,0,40,0,65,1
31,nidoqueen,Nidoqueen,poison,ground,1,1,nidorina,False,False,False,13,600,227,70,45,8,medium-slow,20,90,3,92,0,87,0,75,0,85,0,76,0
310,manectric,Élecsprint,electric,,3,1,electrike,False,False,False,15,402,166,70,45,4,slow,20,70,0,75,0,60,0,105,0,60,0,105,2
311,plusle,Posipi,electric,,3,0,,False,False,False,4,42,142,70,200,4,medium,20,60,0,50,0,40,0,85,0,75,0,95,1
312,minun,Négapi,electric,,3,0,,False,False,False,4,42,142,70,200,4,medium,20,60,0,40,0,50,0,75,0,85,0,95,1
313,volbeat,Muciole,bug,,3,0,,False,False,False,7,177,151,70,150,0,slow-then-very-fast,15,65,0,73,0,75,0,47,0,85,0,85,1
314,illumise,Lumivole,bug,,3,0,,False,False,False,6,177,151,70,150,8,fast-then-very-slow,15,65,0,47,0,75,0,73,0,85,0,85,1
315,roselia,Rosélia,grass,poison,3,1,budew,False,False,False,3,20,140,70,150,4,medium-slow,20,50,0,60,0,45,0,100,2,80,0,65,0
316,gulpin,Gloupti,poison,,3,0,,False,False,False,4,103,60,70,225,4,fast-then-very-slow,20,70,1,43,0,53,0,43,0,53,0,40,0
317,swalot,Avaltout,poison,,3,1,gulpin,False,False,False,17,800,163,70,75,4,fast-then-very-slow,20,100,2,73,0,83,0,73,0,83,0,55,0
318,carvanha,Carvanha,water,dark,3,0,,False,False,False,8,208,61,35,225,4,slow,20,45,0,90,1,20,0,65,0,20,0,65,0
319,sharpedo,Sharpedo,water,dark,3,1,carvanha,False,False,False,18,888,161,35,60,4,slow,20,70,0,120,2,40,0,95,0,40,0,95,0
32,nidoran-m,Nidoran♂,poison,,1,0,,False,False,False,5,90,55,70,235,0,medium-slow,20,46,0,57,1,40,0,40,0,40,0,50,0
320,wailmer,Wailmer,water,,3,0,,False,False,False,20,1300,80,70,125,4,fast-then-very-slow,40,130,1,70,0,35,0,70,0,35,0,60,0
321,wailord,Wailord,water,,3,1,wailmer,False,False,False,145,3980,175,70,60,4,fast-then-very-slow,40,170,2,90,0,45,0,90,0,45,0,60,0
322,numel,Chamallot,fire,ground,3,0,,False,False,False,7,240,61,70,255,4,medium,20,60,0,60,0,40,0,65,1,45,0,35,0
323,camerupt,Camérupt,fire,ground,3,1,numel,False,False,False,19,2200,161,70,150,4,medium,20,70,0,100,1,70,0,105,1,75,0,40,0
324,torkoal,Chartor,fire,,3,0,,False,False,False,5,804,165,70,90,4,medium,20,70,0,85,0,140,2,85,0,70,0,20,0
325,spoink,Spoink,psychic,,3,0,,False,False,False,7,306,66,70,255,4,fast,20,60,0,25,0,35,0,70,0,80,1,60,0
326,grumpig,Groret,psychic,,3,1,spoink,False,False,False,9,715,165,70,60,4,fast,20,80,0,45,0,65,0,90,0,110,2,80,0
327,spinda,Spinda,normal,,3,0,,False,False,False,11,50,126,70,255,4,fast,15,60,0,60,0,60,0,60,1,60,0,60,0
328,trapinch,Kraknoix,ground,,3,0,,False,False,False,7,150,58,70,255,4,medium-slow,20,45,0,100,1,45,0,45,0,45,0,10,0
329,vibrava,Vibraninf,ground,dragon,3,1,trapinch,False,False,False,11,153,119,70,120,4,medium-slow,20,50,0,70,1,50,0,50,0,50,0,70,1
33,nidorino,Nidorino,poison,,1,1,nidoran-m,False,False,False,9,195,128,70,120,0,medium-slow,20,61,0,72,2,57,0,55,0,55,0,65,0
330,flygon,Libégon,ground,dragon,3,1,vibrava,False,False,False,20,820,234,70,45,4,medium-slow,20,80,0,100,1,80,0,80,0,80,0,100,2
331,cacnea,Cacnea,grass,,3,0,,False,False,False,4,513,67,35,190,4,medium-slow,20,50,0,85,0,40,0,85,1,40,0,35,0
332,cacturne,Cacturne,grass,dark,3,1,cacnea,False,False,False,13,774,166,35,60,4,medium-slow,20,70,0,115,1,60,0,115,1,60,0,55,0
333,swablu,Tylton,normal,flying,3,0,,False,False,False,4,12,62,70,255,4,slow-then-very-fast,20,45,0,40,0,60,0,40,0,75,1,50,0
334,altaria,Altaria,dragon,flying,3,1,swablu,False,False,False,11,206,172,70,45,4,slow-then-very-fast,20,75,0,70,0,90,0,70,0,105,2,80,0
335,zangoose,Mangriff,normal,,3,0,,False,False,False,13,403,160,70,90,4,slow-then-very-fast,20,73,0,115,2,60,0,60,0,60,0,90,0
336,seviper,Séviper,poison,,3,0,,False,False,False,27,525,160,70,90,4,fast-then-very-slow,20,73,0,100,1,60,0,100,1,60,0,65,0
337,lunatone,Séléroc,rock,psychic,3,0,,False,False,False,10,1680,161,70,45,-1,fast,25,90,0,55,0,65,0,95,2,85,0,70,0
338,solrock,Solaroc,rock,psychic,3,0,,False,False,False,12,1540,161,70,45,-1,fast,25,90,0,95,2,85,0,55,0,65,0,70,0
339,barboach,Barloche,water,ground,3,0,,False,False,False,4,19,58,70,190,4,medium,20,50,1,48,0,43,0,46,0,41,0,60,0
34,nidoking,Nidoking,poison,ground,1,1,nidorino,False,False,False,14,620,227,70,45,0,medium-slow,20,81,0,102,3,77,0,85,0,75,0,85,0
340,whiscash,Barbicha,water,ground,3,1,barboach,False,False,False,9,236,164,70,75,4,medium,20,110,2,78,0,73,0,76,0,71,0,60,0
341,corphish,Écrapince,water,,3,0,,False,False,False,6,115,62,70,205,4,fast-then-very-slow,15,43,0,80,1,65,0,50,0,35,0,35,0
342,crawdaunt,Colhomard,water,dark,3,1,corphish,False,False,False,11,328,164,70,155,4,fast-then-very-slow,15,63,0,120,2,85,0,90,0,55,0,55,0
343,baltoy,Balbuto,ground,psychic,3,0,,False,False,False,5,215,60,70,255,-1,medium,20,40,0,40,0,55,0,40,0,70,1,55,0
344,claydol,Kaorine,ground,psychic,3,1,baltoy,False,False,False,15,1080,175,70,90,-1,medium,20,60,0,70,0,105,0,70,0,120,2,75,0
345,lileep,Lilia,rock,grass,3,0,,False,False,False,10,238,71,70,45,1,slow-then-very-fast,30,66,0,41,0,77,0,61,0,87,1,23,0
346,cradily,Vacilys,rock,grass,3,1,lileep,False,False,False,15,604,173,70,45,1,slow-then-very-fast,30,86,0,81,0,97,0,81,0,107,2,43,0
347,anorith,Anorith,rock,bug,3,0,,False,False,False,7,125,71,70,45,1,slow-then-very-fast,30,45,0,95,1,50,0,40,0,50,0,75,0
348,armaldo,Armaldo,rock,bug,3,1,anorith,False,False,False,15,682,173,70,45,1,slow-then-very-fast,30,75,0,125,2,100,0,70,0,80,0,45,0
349,feebas,Barpau,water,,3,0,,False,False,False,6,74,40,70,255,4,slow-then-very-fast,20,20,0,15,0,20,0,10,0,55,0,80,1
35,clefairy,Mélofée,fairy,,1,1,cleffa,False,False,False,6,75,113,140,150,6,fast,10,70,2,45,0,48,0,60,0,65,0,35,0
350,milotic,Milobellus,water,,3,1,feebas,False,False,False,62,1620,189,70,60,4,slow-then-very-fast,20,95,0,60,0,79,0,100,0,125,2,81,0
351,castform,Morphéo,normal,,3,0,,False,False,False,3,8,147,70,45,4,medium,25,70,1,70,0,70,0,70,0,70,0,70,0
352,kecleon,Kecleon,normal,,3,0,,False,False,False,10,220,154,70,200,4,medium-slow,20,60,0,90,0,70,0,60,0,120,1,40,0
353,shuppet,Polichombr,ghost,,3,0,,False,False,False,6,23,59,35,225,4,fast,25,44,0,75,1,35,0,63,0,33,0,45,0
354,banette,Branette,ghost,,3,1,shuppet,False,False,False,11,125,159,35,45,4,fast,25,64,0,115,2,65,0,83,0,63,0,65,0
355,duskull,Skelénox,ghost,,3,0,,False,False,False,8,150,59,35,190,4,fast,25,20,0,40,0,90,0,30,0,90,1,25,0
356,dusclops,Téraclope,ghost,,3,1,duskull,False,False,False,16,306,159,35,90,4,fast,25,40,0,70,0,130,1,60,0,130,1,25,0
357,tropius,Tropius,grass,flying,3,0,,False,False,False,20,1000,161,70,200,4,slow,25,99,2,68,0,83,0,72,0,87,0,51,0
358,chimecho,Éoko,psychic,,3,1,chingling,False,False,False,6,10,159,70,45,4,fast,25,75,0,50,0,80,0,95,1,90,1,65,0
359,absol,Absol,dark,,3,0,,False,False,False,12,470,163,35,30,4,medium-slow,25,65,0,130,2,60,0,75,0,60,0,75,0
36,clefable,Mélodelfe,fairy,,1,1,clefairy,False,False,False,13,400,217,140,25,6,fast,10,95,3,70,0,73,0,95,0,90,0,60,0
360,wynaut,Okéoké,psychic,,3,0,,True,False,False,6,140,52,70,125,4,medium,20,95,1,23,0,48,0,23,0,48,0,23,0
361,snorunt,Stalgamin,ice,,3,0,,False,False,False,7,168,60,70,190,4,medium,20,50,1,50,0,50,0,50,0,50,0,50,0
362,glalie,Oniglali,ice,,3,1,snorunt,False,False,False,15,2565,168,70,75,4,medium,20,80,2,80,0,80,0,80,0,80,0,80,0
363,spheal,Obalie,ice,water,3,0,,False,False,False,8,395,58,70,255,4,medium-slow,20,70,1,40,0,50,0,55,0,50,0,25,0
364,sealeo,Phogleur,ice,water,3,1,spheal,False,False,False,11,876,144,70,120,4,medium-slow,20,90,2,60,0,70,0,75,0,70,0,45,0
365,walrein,Kaimorse,ice,water,3,1,sealeo,False,False,False,14,1506,239,70,45,4,medium-slow,20,110,3,80,0,90,0,95,0,90,0,65,0
366,clamperl,Coquiperl,water,,3,0,,False,False,False,4,525,69,70,255,4,slow-then-very-fast,20,35,0,64,0,85,1,74,0,55,0,32,0
367,huntail,Serpang,water,,3,1,clamperl,False,False,False,17,270,170,70,60,4,slow-then-very-fast,20,55,0,104,1,105,1,94,0,75,0,52,0
368,gorebyss,Rosabyss,water,,3,1,clamperl,False,False,False,18,226,170,70,60,4,slow-then-very-fast,20,55,0,84,0,105,0,114,2,75,0,52,0
369,relicanth,Relicanth,water,rock,3,0,,False,False,False,10,234,170,70,25,1,slow,40,100,1,90,0,130,1,45,0,65,0,55,0
37,vulpix,Goupix,fire,,1,0,,False,False,False,6,99,60,70,190,6,medium,20,38,0,41,0,40,0,50,0,65,0,65,1
370,luvdisc,Lovdisc,water,,3,0,,False,False,False,6,87,116,70,225,6,fast,20,43,0,30,0,55,0,40,0,65,0,97,1
371,bagon,Draby,dragon,,3,0,,False,False,False,6,421,60,35,45,4,slow,40,45,0,75,1,60,0,40,0,30,0,50,0
372,shelgon,Drackhaus,dragon,,3,1,bagon,False,False,False,11,1105,147,35,45,4,slow,40,65,0,95,0,100,2,60,0,50,0,50,0
373,salamence,Drattak,dragon,flying,3,1,shelgon,False,False,False,15,1026,270,35,45,4,slow,40,95,0,135,3,80,0,110,0,80,0,100,0
374,beldum,Terhal,steel,psychic,3,0,,False,False,False,6,952,60,35,3,-1,slow,40,40,0,55,0,80,1,35,0,60,0,30,0
375,metang,Métang,steel,psychic,3,1,beldum,False,False,False,12,2025,147,35,3,-1,slow,40,60,0,75,0,100,2,55,0,80,0,50,0
376,metagross,Métalosse,steel,psychic,3,1,metang,False,False,False,16,5500,270,35,3,-1,slow,40,80,0,135,0,130,3,95,0,90,0,70,0
377,regirock,Regirock,rock,,3,0,,False,True,False,17,2300,261,35,3,-1,slow,80,80,0,100,0,200,3,50,0,100,0,50,0
378,regice,Regice,ice,,3,0,,False,True,False,18,1750,261,35,3,-1,slow,80,80,0,50,0,100,0,100,0,200,3,50,0
379,registeel,Registeel,steel,,3,0,,False,True,False,19,2050,261,35,3,-1,slow,80,80,0,75,0,150,2,75,0,150,1,50,0
38,ninetales,Feunard,fire,,1,1,vulpix,False,False,False,11,199,177,70,75,6,medium,20,73,0,76,0,75,0,81,0,100,1,100,1
380,latias,Latias,dragon,psychic,3,0,,False,True,False,14,400,270,90,3,8,slow,120,80,0,80,0,90,0,110,0,130,3,110,0
381,latios,Latios,dragon,psychic,3,0,,False,True,False,20,600,270,90,3,0,slow,120,80,0,90,0,80,0,130,3,110,0,110,0
382,kyogre,Kyogre,water,,3,0,,False,True,False,45,3520,302,0,3,-1,slow,120,100,0,100,0,90,0,150,3,140,0,90,0
383,groudon,Groudon,ground,,3,0,,False,True,False,35,9500,302,0,3,-1,slow,120,100,0,150,3,140,0,100,0,90,0,90,0
384,rayquaza,Rayquaza,dragon,flying,3,0,,False,True,False,70,2065,306,0,45,-1,slow,120,105,0,150,2,90,0,150,1,90,0,95,0
385,jirachi,Jirachi,steel,psychic,3,0,,False,False,True,3,11,270,100,3,-1,slow,120,100,3,100,0,100,0,100,0,100,0,100,0
386,deoxys,Deoxys,psychic,,3,0,,False,False,True,17,608,270,0,3,-1,slow,120,50,0,150,1,50,0,150,1,50,0,150,1
387,turtwig,Tortipouss,grass,,4,0,,False,False,False,4,102,64,70,45,1,medium-slow,20,55,0,68,1,64,0,45,0,55,0,31,0
388,grotle,Boskara,grass,,4,1,turtwig,False,False,False,11,970,142,70,45,1,medium-slow,20,75,0,89,1,85,1,55,0,65,0,36,0
389,torterra,Torterra,grass,ground,4,1,grotle,False,False,False,22,3100,236,70,45,1,medium-slow,20,95,0,109,2,105,1,75,0,85,0,56,0
39,jigglypuff,Rondoudou,normal,fairy,1,1,igglybuff,False,False,False,5,55,95,70,170,6,fast,10,115,2,45,0,20,0,45,0,25,0,20,0
390,chimchar,Ouisticram,fire,,4,0,,False,False,False,5,62,62,70,45,1,medium-slow,20,44,0,58,0,44,0,58,0,44,0,61,1
391,monferno,Chimpenfeu,fire,fighting,4,1,chimchar,False,False,False,9,220,142,70,45,1,medium-slow,20,64,0,78,0,52,0,78,1,52,0,81,1
392,infernape,Simiabraz,fire,fighting,4,1,monferno,False,False,False,12,550,240,70,45,1,medium-slow,20,76,0,104,1,71,0,104,1,71,0,108,1
393,piplup,Tiplouf,water,,4,0,,False,False,False,4,52,63,70,45,1,medium-slow,20,53,0,51,0,53,0,61,1,56,0,40,0
394,prinplup,Prinplouf,water,,4,1,piplup,False,False,False,8,230,142,70,45,1,medium-slow,20,64,0,66,0,68,0,81,2,76,0,50,0
395,empoleon,Pingoléon,water,steel,4,1,prinplup,False,False,False,17,845,239,70,45,1,medium-slow,20,84,0,86,0,88,0,111,3,101,0,60,0
396,starly,Étourmi,normal,flying,4,0,,False,False,False,3,20,49,70,255,4,medium-slow,15,40,0,55,0,30,0,30,0,30,0,60,1
397,staravia,Étourvol,normal,flying,4,1,starly,False,False,False,6,155,119,70,120,4,medium-slow,15,55,0,75,0,50,0,40,0,40,0,80,2
398,staraptor,Étouraptor,normal,flying,4,1,staravia,False,False,False,12,249,218,70,45,4,medium-slow,15,85,0,120,3,70,0,50,0,60,0,100,0
399,bidoof,Keunotor,normal,,4,0,,False,False,False,5,200,50,70,255,4,medium,15,59,1,45,0,40,0,35,0,40,0,31,0
4,charmander,Salamèche,fire,,1,0,,False,False,False,6,85,62,70,45,1,medium-slow,20,39,0,52,0,43,0,60,0,50,0,65,1
40,wigglytuff,Grodoudou,normal,fairy,1,1,jigglypuff,False,False,False,10,120,196,70,50,6,fast,10,140,3,70,0,45,0,85,0,50,0,45,0
400,bibarel,Castorno,normal,water,4,1,bidoof,False,False,False,10,315,144,70,127,4,medium,15,79,0,85,2,60,0,55,0,60,0,71,0
401,kricketot,Crikzik,bug,,4,0,,False,False,False,3,22,39,70,255,4,medium-slow,15,37,0,25,0,41,1,25,0,41,0,25,0
402,kricketune,Mélokrik,bug,,4,1,kricketot,False,False,False,10,255,134,70,45,4,medium-slow,15,77,0,85,2,51,0,55,0,51,0,65,0
403,shinx,Lixy,electric,,4,0,,False,False,False,5,95,53,70,235,4,medium-slow,20,45,0,65,1,34,0,40,0,34,0,45,0
404,luxio,Luxio,electric,,4,1,shinx,False,False,False,9,305,127,100,120,4,medium-slow,20,60,0,85,2,49,0,60,0,49,0,60,0
405,luxray,Luxray,electric,,4,1,luxio,False,False,False,14,420,235,70,45,4,medium-slow,20,80,0,120,3,79,0,95,0,79,0,70,0
406,budew,Rozbouton,grass,poison,4,0,,True,False,False,2,12,56,70,255,4,medium-slow,20,40,0,30,0,35,0,50,1,70,0,55,0
407,roserade,Roserade,grass,poison,4,1,roselia,False,False,False,9,145,232,70,75,4,medium-slow,20,60,0,70,0,65,0,125,3,105,0,90,0
408,cranidos,Kranidos,rock,,4,0,,False,False,False,9,315,70,70,45,1,slow-then-very-fast,30,67,0,125,1,40,0,30,0,30,0,58,0
409,rampardos,Charkos,rock,,4,1,cranidos,False,False,False,16,1025,173,70,45,1,slow-then-very-fast,30,97,0,165,2,60,0,65,0,50,0,58,0
41,zubat,Nosferapti,poison,flying,1,0,,False,False,False,8,75,49,70,255,4,medium,15,40,0,45,0,35,0,30,0,40,0,55,1
410,shieldon,Dinoclier,rock,steel,4,0,,False,False,False,5,570,70,70,45,1,slow-then-very-fast,30,30,0,42,0,118,1,42,0,88,0,30,0
411,bastiodon,Bastiodon,rock,steel,4,1,shieldon,False,False,False,13,1495,173,70,45,1,slow-then-very-fast,30,60,0,52,0,168,2,47,0,138,0,30,0
412,burmy,Cheniti,bug,,4,0,,False,False,False,2,34,45,70,120,4,medium,15,40,0,29,0,45,0,29,0,45,1,36,0
